LastName,,Trump,Clinton
197,603   EV,515.0,104.0
197,Central ,574.0,276.0
197,EAST WYT,1348.0,616.0
197,FORT CHI,915.0,180.0
197,HUDDLE,468.0,66.0
197,JACKSON ,625.0,138.0
197,MAX MEAD,885.0,169.0
197,ROYAL OA,447.0,55.0
197,RURAL RE,1312.0,280.0
197,SHEFFEY,966.0,149.0
197,WEST WYT,1298.0,583.0
197,ZION,691.0,148.0
199,## Provi,14.0,10.0
199,BETHEL,1496.0,1184.0
199,COVENTRY,1642.0,1208.0
199,Central ,1712.0,1657.0
199,DARE,1792.0,768.0
199,EDGEHILL,1066.0,1005.0
199,GRAFTON,845.0,466.0
199,HARWOODS,1674.0,714.0
199,KILN CRE,817.0,634.0
199,MAGRUDER,925.0,1516.0
199,QUEENS L,812.0,720.0
199,SEAFORD,2019.0,618.0
199,TABB,1705.0,955.0
199,WALLER M,1127.0,847.0
199,YORKTOWN,1191.0,697.0
510,## Provi,46.0,94.0
510,AGUDAS A,296.0,1482.0
510,BLESSED ,391.0,1186.0
510,CAMERON ,545.0,1408.0
510,CHARLES ,0.0,0.0
510,CHINQUAP,356.0,1239.0
510,CITY HAL,413.0,879.0
510,CORA KEL,380.0,2301.0
510,Central ,3069.0,15677.0
510,DOUGLAS ,500.0,1566.0
510,DURANT C,271.0,1293.0
510,FIRE DEP,351.0,1012.0
510,GEORGE M,404.0,1228.0
510,GEORGE W,397.0,2165.0
510,JAMES K ,414.0,1835.0
510,JOHN ADA,320.0,1843.0
510,LADREY S,349.0,971.0
510,LEE CENT,480.0,1696.0
510,LYLES CR,497.0,1504.0
510,MAURY SC,299.0,1294.0
510,MT VERNO,486.0,2384.0
510,NOVA ART,389.0,1722.0
510,PATRICK ,247.0,1407.0
510,SAMUEL T,413.0,2246.0
510,SOUTH PO,350.0,1376.0
510,TEMPLE B,519.0,1557.0
510,The Herm,274.0,805.0
510,WILLIAM ,285.0,1985.0
520,## Provi,8.0,3.0
520,Central ,479.0,267.0
520,FIRST WA,818.0,278.0
520,FOURTH W,1967.0,490.0
520,SECOND W,969.0,454.0
520,THIRD WA,651.0,343.0
530,## Provi,0.0,0.0
530,FIRST WA,825.0,365.0
530,SECOND W,605.0,328.0
540,## Provi,9.0,36.0
540,ALUMNI H,265.0,1300.0
540,BENJAMIN,184.0,1702.0
540,BUFORD,155.0,1265.0
540,CARVER,172.0,1778.0
540,CLARK,334.0,1967.0
540,Central ,343.0,2736.0
540,JOHNSON,425.0,1876.0
540,RECREATI,369.0,1952.0
540,VENABLE,219.0,1312.0
540,WALKER,485.0,1977.0
550,## Provi,0.0,0.0
550,B M WILL,606.0,909.0
550,BAILEY C,1049.0,399.0
550,BELLS MI,0.0,0.0
550,BETHEL,1302.0,316.0
550,BRIDGETO,832.0,477.0
550,CAMELOT,137.0,1802.0
550,CARVER S,282.0,1457.0
550,CENTERVI,1034.0,379.0
550,CHURCHLA,857.0,407.0
550,CLEARFIE,615.0,484.0
550,COOPERS ,1519.0,457.0
550,CRESTWOO,183.0,1340.0
550,CYPRESS,642.0,854.0
550,Central ,0.0,0.0
550,DEEP CRE,1421.0,1360.0
550,E W CHIT,0.0,0.0
550,EXPRESSW,198.0,433.0
550,FAIRWAYS,486.0,551.0
550,FELLOWSH,988.0,673.0
550,FENTRESS,1219.0,546.0
550,GENEVA P,834.0,606.0
550,GEORGETO,0.0,0.0
550,GILMERTO,817.0,622.0
550,GRASSFIE,317.0,159.0
550,GREAT BR,0.0,0.0
550,GREEN SE,632.0,238.0
550,GREEN TR,553.0,779.0
550,GREENBRI,1153.0,693.0
550,HICKORY ,0.0,0.0
550,INDIAN C,964.0,255.0
550,INDIAN R,426.0,820.0
550,JOHN T W,1090.0,1206.0
550,JOHNSON ,249.0,508.0
550,JOLLIFF,0.0,0.0
550,JOLLIFF ,181.0,1537.0
550,LAKE DRU,490.0,195.0
550,NANSEMON,516.0,613.0
550,NORFOLK ,691.0,434.0
550,OAK GROV,750.0,853.0
550,OAKLETTE,638.0,887.0
550,OSCAR SM,424.0,390.0
550,PARKER R,1486.0,636.0
550,PARKWAYS,613.0,820.0
550,PLEASANT,1009.0,334.0
550,POPLAR B,877.0,251.0
550,PROVIDEN,103.0,1926.0
550,PUGHSVIL,466.0,1082.0
550,RIVER BI,904.0,1028.0
550,RIVER WA,688.0,851.0
550,SHIPYARD,687.0,896.0
550,SILVERWO,1154.0,768.0
550,SOUTH NO,0.0,0.0
550,ST JULIA,417.0,430.0
550,SUNRAY I,0.0,0.0
550,TANGLEWO,949.0,385.0
550,TAYLOR R,335.0,725.0
550,WATERWAY,1465.0,1186.0
550,WESTOVER,559.0,345.0
570,## Provi,0.0,0.0
570,Central ,828.0,331.0
570,FIFTH,1250.0,351.0
570,FIRST,667.0,394.0
570,FOURTH,1103.0,536.0
570,SECOND,870.0,304.0
570,THIRD,963.0,451.0
580,## Provi,0.0,0.0
580,Central ,94.0,75.0
580,PRECINCT,0.0,0.0
590,## Provi,7.0,8.0
590,Central ,835.0,1168.0
590,WARD EIG,283.0,586.0
590,WARD ELE,483.0,976.0
590,WARD FIF,603.0,622.0
590,WARD FOU,0.0,0.0
590,WARD NIN,347.0,430.0
590,WARD ONE,49.0,384.0
590,WARD SEV,0.0,0.0
590,WARD SIX,0.0,0.0
590,WARD TEN,448.0,602.0
590,WARD THI,440.0,894.0
590,WARD THR,283.0,728.0
590,WARD TWE,615.0,971.0
590,WARD TWO,186.0,322.0
595,## Provi,0.0,1.0
595,DISTRICT,0.0,0.0
595,PRECINCT,0.0,0.0
600,## Provi,7.0,4.0
600,Central ,674.0,1747.0
600,FIVE,434.0,846.0
600,FOUR,490.0,962.0
600,ONE,478.0,919.0
600,SIX,446.0,912.0
600,THREE,650.0,1180.0
600,TWO,523.0,797.0
610,## Provi,1.0,9.0
610,Central ,293.0,2189.0
610,FIRST WA,365.0,1259.0
610,SECOND W,275.0,1044.0
610,THIRD WA,390.0,1318.0
620,## Provi,0.0,3.0
620,Central ,163.0,200.0
620,PRECINCT,0.0,0.0
630,## Provi,13.0,17.0
630,Central ,459.0,924.0
630,DISTRICT,0.0,0.0
640,## Provi,0.0,1.0
640,Central ,178.0,85.0
640,EAST,593.0,279.0
640,NORTH,442.0,184.0
640,SOUTH,390.0,132.0
650,## Provi,0.0,0.0
650,ABERDEEN,216.0,1228.0
650,ARMSTRON,636.0,1159.0
650,ASBURY,1773.0,982.0
650,BASSETTE,117.0,1644.0
650,BETHEL,740.0,1877.0
650,BOOKER,1065.0,924.0
650,BRYAN,919.0,1004.0
650,BURBANK,585.0,845.0
650,CITY HAL,183.0,890.0
650,COOPER,349.0,2092.0
650,Central ,0.0,0.0
650,EAST HAM,245.0,1813.0
650,FORREST,541.0,1073.0
650,HAMPTON ,296.0,401.0
650,JONES,237.0,654.0
650,KECOUGHT,380.0,1082.0
650,KRAFT,1176.0,1604.0
650,LANGLEY,825.0,940.0
650,LINDSAY,276.0,1288.0
650,MACHEN,678.0,1993.0
650,MALLORY,241.0,1832.0
650,PHENIX,129.0,1841.0
650,PHILLIPS,1381.0,1192.0
650,PHOEBUS,200.0,301.0
650,SANDY BO,439.0,855.0
650,SMITH,610.0,1636.0
650,SYMS,505.0,444.0
650,THOMAS,268.0,1851.0
650,TUCKER C,839.0,1376.0
650,TYLER,0.0,0.0
650,WYTHE,505.0,560.0
660, WEST,620.0,1156.0
660,## Provi,4.0,4.0
660,Central ,534.0,788.0
660,EAST,880.0,1257.0
660,EAST CEN,263.0,693.0
660,NORTHEAS,753.0,1432.0
660,NORTHWES,801.0,1079.0
660,SOUTHEAS,842.0,1302.0
660,SOUTHWES,829.0,1266.0
660,South Ea,736.0,1235.0
670,## Provi,0.0,2.0
670,Central ,358.0,395.0
670,WARD FIV,723.0,432.0
670,WARD FOU,760.0,816.0
670,WARD ONE,482.0,455.0
670,WARD SEV,365.0,591.0
670,WARD SIX,152.0,848.0
670,WARD THR,910.0,386.0
670,WARD TWO,135.0,799.0
678,## Provi,0.0,0.0
678,Central ,132.0,285.0
678,LEXINGTO,634.0,1229.0
680,## Provi,3.0,5.0
680,Central ,1068.0,1270.0
680,FIRST WA,0.0,0.0
680,FOURTH W,0.0,0.0
680,SECOND W,0.0,0.0
680,THIRD WA,0.0,0.0
683,## Provi,3.0,15.0
683,BALDWIN,797.0,1501.0
683,Central ,1100.0,1645.0
683,DEAN,1294.0,1488.0
683,HAYDON,1004.0,1350.0
683,METZ,936.0,1274.0
683,WEEMS,819.0,1150.0
685,## Provi,3.0,5.0
685,Central ,418.0,628.0
685,PRECINCT,0.0,0.0
690,## Provi,0.0,2.0
690,Central ,214.0,331.0
690,PRECINCT,0.0,0.0
700,## Provi,19.0,48.0
700,BLAND,139.0,333.0
700,BOULEVAR,846.0,754.0
700,BRIARFIE,279.0,1137.0
700,CARVER,246.0,710.0
700,CHARLES,1431.0,1154.0
700,CHESTNUT,13.0,651.0
700,Central ,1799.0,3774.0
700,DEEP CRE,1224.0,769.0
700,DEER PAR,657.0,1606.0
700,DENBIGH,537.0,1839.0
700,DOWNTOWN,85.0,384.0
700,DUNBAR,5.0,285.0
700,EPES,454.0,1952.0
700,GREENWOO,529.0,1616.0
700,HIDENWOO,687.0,452.0
700,HILTON,790.0,740.0
700,HUNTINGT,12.0,592.0
700,JEFFERSO,11.0,571.0
700,JENKINS,799.0,1435.0
700,KILN CRE,1176.0,1578.0
700,LEE HALL,467.0,1300.0
700,MAGRUDER,10.0,654.0
700,MARSHALL,20.0,887.0
700,MCINTOSH,373.0,1264.0
700,NELSON,1372.0,1292.0
700,NEWMARKE,444.0,1262.0
700,NEWSOME ,3.0,239.0
700,OYSTER P,221.0,326.0
700,PALMER,707.0,1135.0
700,REED,29.0,1270.0
700,RESERVOI,844.0,1878.0
700,RICHNECK,925.0,1513.0
700,RIVER,363.0,550.0
700,RIVERSID,589.0,421.0
700,RIVERVIE,930.0,718.0
700,SANFORD,472.0,289.0
700,SAUNDERS,972.0,1238.0
700,SEDGEFIE,644.0,631.0
700,SOUTH MO,553.0,1058.0
700,WARWICK,401.0,531.0
700,WASHINGT,8.0,375.0
700,WATKINS,1523.0,1409.0
700,WELLESLE,698.0,1007.0
700,WILSON,64.0,703.0
700,WINDSOR,480.0,752.0
700,YATES,618.0,536.0
710,## Provi,0.0,0.0
710,AZALEA G,481.0,513.0
710,BALLENTI,198.0,1264.0
710,BARRON B,436.0,643.0
710,BAYVIEW,828.0,934.0
710,BERKLEY,13.0,1221.0
710,BRAMBLET,12.0,839.0
710,BROAD CR,63.0,1798.0
710,CAMPOSTE,50.0,1207.0
710,CHESTERF,42.0,1362.0
710,CHRYSLER,593.0,1356.0
710,COLEMAN ,153.0,719.0
710,CROSSROA,788.0,851.0
710,Central ,0.0,0.0
710,EAST OCE,810.0,1040.0
710,EASTON,627.0,925.0
710,FAIRLAWN,472.0,710.0
710,GHENT SQ,223.0,578.0
710,GRANBY,0.0,0.0
710,INGLESID,151.0,1181.0
710,LAFAYETT,203.0,977.0
710,LAKE TAY,450.0,903.0
710,LAMBERT',209.0,1757.0
710,LARCHMON,0.0,0.0
710,LARRYMOR,561.0,858.0
710,LINDENWO,82.0,900.0
710,LITTLE C,579.0,538.0
710,MAURY,375.0,1106.0
710,NORTHSID,673.0,662.0
710,NORVIEW,480.0,1978.0
710,OCEAN VI,0.0,0.0
710,PARK PLA,40.0,1086.0
710,POPLAR H,308.0,1593.0
710,PRETLOW,673.0,907.0
710,ROSEMONT,98.0,2014.0
710,RUFFNER ,16.0,498.0
710,SECOND P,656.0,1199.0
710,SHERWOOD,786.0,1655.0
710,STUART,383.0,1342.0
710,SUBURBAN,558.0,811.0
710,TANNERS ,158.0,762.0
710,TARRALLT,977.0,703.0
710,TAYLOR E,422.0,1380.0
710,THIRD PR,998.0,790.0
710,TITUSTOW,0.0,0.0
710,UNION CH,13.0,770.0
710,WESLEY,424.0,862.0
710,WILLARD,926.0,1222.0
710,YOUNG PA,26.0,1519.0
720,## Provi,0.0,0.0
720,EAST WAR,1021.0,383.0
730,## Provi,3.0,16.0
730,Central ,248.0,2032.0
730,FIFTH WA,99.0,1361.0
730,FIRST WA,125.0,1210.0
730,FOURTH W,219.0,1249.0
730,SECOND W,175.0,1724.0
730,SEVENTH ,146.0,1513.0
730,SIXTH WA,36.0,1301.0
730,THIRD WA,400.0,1615.0
735,## Provi,4.0,2.0
735,CENTRAL,1432.0,424.0
735,Central ,541.0,254.0
735,EASTERN,1630.0,451.0
735,WESTERN,1485.0,470.0
740,## Provi,22.0,35.0
740,007- PAR,191.0,627.0
740,033- PIN,627.0,214.0
740,034- CHU,665.0,467.0
740,BRIGHTON,30.0,1011.0
740,CAVALIER,32.0,1155.0
740,CHURCHLA,0.0,0.0
740,CRADOCK ,322.0,814.0
740,Central ,860.0,3200.0
740,EMANUEL ,386.0,804.0
740,FAIRVIEW,348.0,360.0
740,FORWARD ,498.0,626.0
740,GROVE BA,237.0,1926.0
740,HAMPTON ,15.0,866.0
740,HODGES M,587.0,355.0
740,JOHN F. ,19.0,729.0
740,JOHN TYL,516.0,625.0
740,LAKEVIEW,40.0,1452.0
740,MT. HERM,19.0,960.0
740,NOBLE ST,251.0,660.0
740,PORT NOR,265.0,421.0
740,SAINT AN,584.0,247.0
740,SCOTTISH,1177.0,1304.0
740,ST. MARK,14.0,762.0
740,THE RESC,756.0,305.0
740,THIRD BA,189.0,1032.0
740,VICTORY ,428.0,902.0
740,WEST PAR,663.0,1061.0
740,WESTHAVE,691.0,411.0
740,WILLETT ,318.0,603.0
740,WILLIAM ,28.0,1165.0
750,## Provi,1.0,2.0
750,CENTRAL ,672.0,701.0
750,Central ,194.0,271.0
750,EAST PRE,865.0,1339.0
750,WEST PRE,906.0,612.0
760,## Provi,8.0,77.0
760,Central ,1095.0,5964.0
760,EIGHT HU,0.0,0.0
760,FIVE HUN,0.0,0.0
760,FOUR HUN,0.0,0.0
760,NINE HUN,0.0,0.0
760,ONE HUND,0.0,0.0
760,SEVEN HU,0.0,0.0
760,SIX HUND,0.0,0.0
760,THREE HU,0.0,0.0
760,TWO HUND,0.0,0.0
770,## Provi,25.0,29.0
770,001 -Pet,303.0,1220.0
770,003 -Pre,1003.0,701.0
770,Central ,1418.0,2889.0
770,Crystal ,854.0,949.0
770,Deyerle,950.0,756.0
770,EUREKA P,137.0,1744.0
770,East Gat,1016.0,577.0
770,Forest P,88.0,829.0
770,GARDEN C,1057.0,551.0
770,Grandin ,782.0,878.0
770,Grandvie,539.0,1037.0
770,Highland,375.0,1034.0
770,Hollins ,827.0,839.0
770,LEE-HI,694.0,917.0
770,Lincoln ,84.0,1132.0
770,OLD TO B,469.0,1200.0
770,Old Sout,565.0,1016.0
770,RALEIGH ,731.0,1120.0
770,SOUTH RO,804.0,689.0
770,Southeas,704.0,537.0
770,Summit H,636.0,880.0
770,Williams,728.0,762.0
775,## Provi,0.0,0.0
775,BEVERLY ,497.0,185.0
775,CONEHURS,424.0,258.0
775,Central ,702.0,556.0
775,EAST SAL,293.0,159.0
775,HIDDEN V,972.0,548.0
775,NORTH SA,0.0,0.0
775,SOUTH SA,0.0,0.0
775,SOUTH SI,984.0,415.0
775,WEST SAL,682.0,307.0
790,## Provi,0.0,0.0
790,Central ,481.0,718.0
790,WARD NO ,0.0,0.0
790,WARD TWO,1276.0,947.0
800,## Provi,0.0,0.0
800,AIRPORT,612.0,353.0
800,BELLEHAR,344.0,768.0
800,BENNETTS,841.0,817.0
800,BOOKER T,0.0,0.0
800,BURBAGE ,592.0,1165.0
800,CHUCKATU,821.0,507.0
800,Central ,0.0,0.0
800,DRIVER,1735.0,886.0
800,EBENEZER,917.0,400.0
800,ELEPHANT,275.0,224.0
800,HARBOURV,887.0,907.0
800,HILLPOIN,562.0,893.0
800,HOLLAND,1178.0,626.0
800,HOLLYWOO,24.0,724.0
800,HUNTERSV,271.0,1488.0
800,JOHN F K,0.0,0.0
800,KILBYS M,1314.0,732.0
800,KINGS FO,695.0,1129.0
800,LAKE COH,0.0,0.0
800,LAKESIDE,631.0,977.0
800,NANSEMON,620.0,1015.0
800,OLDE TOW,0.0,0.0
800,PITTMANT,250.0,198.0
800,SHOULDER,296.0,448.0
800,SOUTHSID,0.0,0.0
800,WHALEYVI,822.0,265.0
800,WHITE MA,174.0,333.0
800,WILROY,595.0,488.0
810,## Provi,126.0,149.0
810,ALANTON,1142.0,709.0
810,ARAGONA,1204.0,1071.0
810,ARROWHEA,1077.0,710.0
810,AVALON,1284.0,1168.0
810,BAKER,222.0,1523.0
810,BAYSIDE,881.0,664.0
810,BELLAMY,609.0,936.0
810,BLACKWAT,503.0,146.0
810,BONNEY,713.0,699.0
810,BRANDON,900.0,947.0
810,BROOKWOO,823.0,797.0
810,BUCKNER,562.0,969.0
810,CAPE HEN,1091.0,888.0
810,CAPPS SH,836.0,215.0
810,CENTERVI,1157.0,880.0
810,CHESAPEA,724.0,658.0
810,CHIMNEY ,514.0,902.0
810,COLLEGE ,544.0,1599.0
810,COLONIAL,844.0,795.0
810,COLONY,1197.0,734.0
810,CORPORAT,1070.0,910.0
810,COURTHOU,1148.0,551.0
810,CREEDS,785.0,190.0
810,CROMWELL,645.0,673.0
810,CULVER,1272.0,875.0
810,Central ,13964.0,14149.0
810,DAHLIA,527.0,936.0
810,DAM NECK,657.0,460.0
810,DAVIS CO,403.0,1315.0
810,EASTERN ,401.0,458.0
810,EDINBURG,588.0,357.0
810,EDWIN,1054.0,717.0
810,FAIRFIEL,862.0,694.0
810,FOXFIRE,1362.0,679.0
810,GLENWOOD,879.0,917.0
810,GREAT NE,1313.0,582.0
810,GREEN RU,557.0,1040.0
810,HAYGOOD,985.0,822.0
810,HILLCRES,890.0,690.0
810,HILLTOP,531.0,681.0
810,HOLLAND,678.0,1038.0
810,HOMESTEA,1137.0,1001.0
810,HUNT,1035.0,579.0
810,INDEPEND,345.0,552.0
810,INDIAN L,695.0,766.0
810,INDIAN R,567.0,970.0
810,KINGS GR,1382.0,790.0
810,KINGSTON,772.0,436.0
810,LAKE CHR,900.0,728.0
810,LAKE JOY,728.0,441.0
810,LAKE SMI,654.0,389.0
810,LANDSTOW,1066.0,872.0
810,LARKSPUR,651.0,627.0
810,LEXINGTO,653.0,981.0
810,LINKHORN,1003.0,692.0
810,LITTLE N,801.0,506.0
810,LONDON B,1077.0,894.0
810,LYNNHAVE,1078.0,595.0
810,MAGIC HO,645.0,1145.0
810,MALIBU,1082.0,820.0
810,MANOR,934.0,702.0
810,MT TRASH,1166.0,956.0
810,NEWTOWN,248.0,1415.0
810,NORTH BE,1392.0,793.0
810,NORTH LA,855.0,611.0
810,OCEAN LA,832.0,562.0
810,OCEAN PA,782.0,589.0
810,OCEANA,411.0,796.0
810,OLD DONA,715.0,600.0
810,PEMBROKE,1111.0,1063.0
810,PINEWOOD,554.0,393.0
810,PLAZA,864.0,959.0
810,PLEASANT,500.0,976.0
810,POINT O ,880.0,608.0
810,RED WING,977.0,549.0
810,ROCK LAK,787.0,1088.0
810,ROSEMONT,1182.0,1229.0
810,ROUND HI,417.0,494.0
810,RUDEE,1111.0,645.0
810,SEATACK,785.0,1037.0
810,SHANNON,830.0,672.0
810,SHELBURN,823.0,569.0
810,SHELL,409.0,1006.0
810,SHELTON ,635.0,640.0
810,SHERRY P,703.0,487.0
810,SIGMA,1804.0,824.0
810,SOUTH BE,991.0,859.0
810,STRATFOR,919.0,667.0
810,STRAWBRI,1198.0,668.0
810,TALLWOOD,738.0,981.0
810,THALIA,786.0,543.0
810,THOROUGH,1108.0,868.0
810,TIMBERLA,537.0,1186.0
810,TRANTWOO,1092.0,622.0
810,UPTON,1379.0,825.0
810,VILLAGE,517.0,989.0
810,WINDSOR ,889.0,1227.0
810,WITCHDUC,1384.0,817.0
810,WOLFSNAR,1184.0,840.0
820,## Provi,3.0,2.0
820,Central ,341.0,331.0
820,WARD A,701.0,634.0
820,WARD B,1225.0,969.0
820,WARD C,962.0,740.0
820,WARD D,1569.0,1088.0
830,## Provi,4.0,7.0
830,Central ,318.0,595.0
830,MATOAKA,723.0,2411.0
830,STRYKER,880.0,2193.0
840,## Provi,3.0,3.0
840,Central ,491.0,707.0
840,FREDERIC,430.0,379.0
840,MERRIMAN,884.0,896.0
840,OLD TOWN,711.0,642.0
840,ROLLING ,861.0,714.0
840,VIRGINIA,637.0,985.0
840,WAR MEMO,773.0,838.0
